OPENET_ID,ACRES_FTR_GEOM,GRIDMET_ID,HUC8,HUC8_name,HUC12,HUC12_name,IRR_EFF,ITYPE,OWRD,Region,srctype,per_WETLAND_85,per_WETLAND_86,per_WETLAND_87,per_WETLAND_88,per_WETLAND_89,per_WETLAND_90,per_WETLAND_91,per_WETLAND_92,per_WETLAND_93,per_WETLAND_94,per_WETLAND_95,per_WETLAND_96,per_WETLAND_97,per_WETLAND_98,per_WETLAND_99,per_WETLAND_00,per_WETLAND_01,per_WETLAND_02,per_WETLAND_03,per_WETLAND_04,per_WETLAND_05,per_WETLAND_06,per_WETLAND_07,per_WETLAND_08,per_WETLAND_09,per_WETLAND_10,per_WETLAND_11,per_WETLAND_12,per_WETLAND_13,per_WETLAND_14,per_WETLAND_15,per_WETLAND_16,per_WETLAND_17,per_WETLAND_18,per_WETLAND_19,per_WETLAND_20,per_WETLAND_21,per_WETLAND_22,per_WETLAND_23,per_WETLAND_24
ORx_158721,41.60801629,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,2.5331985325870336,1.2387385132836688,6.826993136756365,6.826993136756365,1.4013187229002366,0.9445345842553624,1.8844284283894408,6.593180407761627,3.908225814871464,5.013791493136999,5.013791493136999,3.4343943233347245,4.224082951333,2.884704544072728,3.668207052329463,6.0373045087580905,6.826993136756365,1.4013187229002366,3.273362738330326,6.0373045087580905,3.273362738330326,6.826993136756365,4.45789568032774,4.852741659845174,6.826993136756365,4.45789568032774,6.826993136756365,6.826993136756365,13.328870527512768,50.74331775828934,7.31316767931955,8.285609726634641,8.10288454871503,1.2387385132836688,6.114719816841205,3.91595353082315,0.4614327034364312,1.4369431637912606,0.7262213085306388,0.0
ORx_158722,76.99142995,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.0,0.2183130884179068,0.2183130884179068,0.0,0.2183130884179068,0.2158037321104139,0.2158037321104139,0.0,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.2183130884179068,0.853199961031144,4.058607636429772,0.4659090805940313,1.496404155141489,1.076509835272728,0.0,0.2183130884179068,0.2183130884179068,0.2183130884179068,2.3889397046839065,0.5495442207152678,0.8105197212802802
ORx_158723,26.80088113,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4492535893866,0.0,3.0621685276276582,3.0621685276276582,8.955764694719065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4492535893866,0.0,0.0,1.223423712904483,0.0,0.0,0.0,0.6129149382410581,12.284725192581089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8797120799246808,0.4182331326838074,0.0
ORx_158724,71.62695454,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.6581448572140687,0.6581448572140687,0.6581448572140688,0.6581448572140688,0.6581448572140687,0.6581448572140687,0.6581448572140688,0.6581448572140688,0.6581448572140687,0.6581448572140687,0.6581448572140688,0.6581448572140688,0.6581448572140687,0.5423170922367976,0.6581448572140688,0.6581448572140687,0.6581448572140687,0.6581448572140688,0.6581448572140687,0.6581448572140688,0.527949759429148,0.6581448572140688,0.6581448572140687,0.6581448572140688,0.6581448572140687,0.6581448572140687,0.6581448572140687,0.6581448572140687,2.333567141189038,1.996843113376785,0.8206594712057339,0.4659933255948481,0.8206594712057341,0.527949759429148,0.4121219944518768,0.3052749190639034,0.3052749190639034,2.855207624043138,0.3546495635166231,1.1043914386311744
ORx_158725,46.01655882,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.0,0.3165860956759156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8923275404835898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5351160581861341,0.0,0.0028016468643884
ORx_158726,43.18241548,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.0,0.0,1.282680071051901,0.0,0.0,0.3803345468491892,0.0,0.902350337853629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.58702715142292,17.778650575581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.227800434934177,3.5974835897206017,12.616566243804217
ORx_158727,61.84205327,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,9.840012219866509,5.690986109246151,5.59207641302875,3.9990850836054337,5.59207641302875,5.59207641302875,5.857571980905405,5.59207641302875,6.1230686689172735,4.530080699899592,5.59207641302875,5.159988252681572,3.999086203740645,2.7715592152717896,5.061084157140226,1.960498775039436,5.869023562437473,3.4805878042164244,5.59207641302875,5.59207641302875,5.59207641302875,5.869023562437473,5.59207641302875,5.59207641302875,5.59207641302875,5.59207641302875,5.59207641302875,5.59207641302875,5.135037416847671,21.33676359460284,5.770113866220073,5.371350686009726,15.680950557479722,5.59207641302875,5.59207641302875,5.59207641302875,4.264581771617302,24.99637587113626,20.515208058968994,9.219543575249771
ORx_158728,75.84016287,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.375359680582872,0.375359680582872,0.375359680582872,0.315063268563614,0.3413896207530237,0.375359680582872,0.3413896207530237,0.0934166436374377,0.315063268563614,0.067090291448028,0.067090291448028,0.067090291448028,0.067090291448028,0.067090291448028,0.315063268563614,0.315063268563614,0.3413896207530237,0.3413896207530237,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,0.375359680582872,8.08313372837198,40.94665267221239,0.5426548074446321,0.5426548074446321,0.5426548074446321,0.3413896207530237,0.3413896207530237,0.3413896207530237,0.0806777434920747,18.64914203498217,14.24676390084727,18.34931992886452
ORx_158729,76.11786413,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4315160345278251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14428942449284,15.26002708965766,0.0,2.5891215543273627,5.272120105754008,0.0,0.0,0.0,0.0,14.010902058637686,9.18119749886658,7.395871340908008
ORx_158730,62.03832295,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,0.0,0.2024136276425713,0.0,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.0,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,3.643388347784712,8.540547667639292,0.2024136276425713,7.419584681917144,8.932883478839585,0.2024136276425713,0.2024136276425713,0.2024136276425713,0.2024136276425713,11.314101482890674,9.446730017235174,10.560453725180285
